cnpj_estabelecimento,cbo_2002,cbo_titulo,sexo,raca_cor,salario_contratual_mensal,remuneracao_total_mensal,data_competencia
12.345.678/0001-01,252210,Analista de recursos humanos,F,preta,6922.52,7597.68,2025-05
12.345.678/0001-01,252210,Analista de recursos humanos,F,preta,6922.52,7564.25,2025-06
12.345.678/0001-01,252210,Analista de recursos humanos,F,preta,6922.52,7346.76,2025-07
12.345.678/0001-01,252210,Analista de recursos humanos,F,preta,6922.52,7229.61,2025-08
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,5431.94,6079.27,2024-09
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,5431.94,5594.5,2024-10
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,5431.94,5603.32,2024-11
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,5431.94,5562.58,2024-12
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,5431.94,5739.37,2025-01
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,5431.94,5772.41,2025-02
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,5431.94,5872.05,2025-03
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,5431.94,5667.56,2025-04
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,5431.94,5421.62,2025-05
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,5431.94,5756.12,2025-06
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,5431.94,5862.92,2025-07
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,5431.94,5709.38,2025-08
12.345.678/0001-01,252210,Analista de recursos humanos,M,amarela,7970.23,8337.8,2024-09
12.345.678/0001-01,252210,Analista de recursos humanos,M,amarela,7970.23,8504.22,2024-10
12.345.678/0001-01,252210,Analista de recursos humanos,M,amarela,7970.23,8712.27,2024-11
12.345.678/0001-01,252210,Analista de recursos humanos,M,amarela,7970.23,8353.9,2024-12
12.345.678/0001-01,252210,Analista de recursos humanos,M,amarela,7970.23,8030.13,2025-01
12.345.678/0001-01,252210,Analista de recursos humanos,M,amarela,7970.23,8234.73,2025-02
12.345.678/0001-01,252210,Analista de recursos humanos,M,amarela,7970.23,8330.02,2025-03
12.345.678/0001-01,252210,Analista de recursos humanos,M,amarela,7970.23,7939.01,2025-04
12.345.678/0001-01,252210,Analista de recursos humanos,M,amarela,7970.23,8553.55,2025-05
12.345.678/0001-01,252210,Analista de recursos humanos,M,amarela,7970.23,8186.02,2025-06
12.345.678/0001-01,252210,Analista de recursos humanos,M,amarela,7970.23,8490.94,2025-07
12.345.678/0001-01,252210,Analista de recursos humanos,M,amarela,7970.23,8415.97,2025-08
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,7469.01,7773.35,2024-09
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,7469.01,8207.81,2024-10
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,7469.01,7717.16,2024-11
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,7469.01,7692.23,2024-12
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,7469.01,7908.52,2025-01
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,7469.01,8030.93,2025-02
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,7469.01,7842.37,2025-03
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,7469.01,7622.69,2025-04
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,7469.01,7997.67,2025-05
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,7469.01,7978.04,2025-06
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,7469.01,8307.64,2025-07
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,7469.01,7793.26,2025-08
12.345.678/0001-01,252210,Analista de recursos humanos,M,preta,7085.77,7485.64,2024-09
12.345.678/0001-01,252210,Analista de recursos humanos,M,preta,7085.77,7319.72,2024-10
12.345.678/0001-01,252210,Analista de recursos humanos,M,preta,7085.77,7123.94,2024-11
12.345.678/0001-01,252210,Analista de recursos humanos,M,preta,7085.77,7456.18,2024-12
12.345.678/0001-01,252210,Analista de recursos humanos,M,preta,7085.77,7621.02,2025-01
12.345.678/0001-01,252210,Analista de recursos humanos,M,preta,7085.77,7224.81,2025-02
12.345.678/0001-01,252210,Analista de recursos humanos,M,preta,7085.77,7296.72,2025-03
12.345.678/0001-01,252210,Analista de recursos humanos,M,preta,7085.77,7190.31,2025-04
12.345.678/0001-01,252210,Analista de recursos humanos,M,preta,7085.77,7725.22,2025-05
12.345.678/0001-01,252210,Analista de recursos humanos,M,preta,7085.77,7305.59,2025-06
12.345.678/0001-01,252210,Analista de recursos humanos,M,preta,7085.77,7563.4,2025-07
12.345.678/0001-01,252210,Analista de recursos humanos,M,preta,7085.77,7256.31,2025-08
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,7490.51,7882.02,2024-09
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,7490.51,7724.53,2024-10
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,7490.51,7337.52,2024-11
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,7490.51,7882.54,2024-12
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,7490.51,7983.64,2025-01
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,7490.51,7396.78,2025-02
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,7490.51,7825.83,2025-03
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,7490.51,7767.84,2025-04
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,7490.51,7622.74,2025-05
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,7490.51,7808.56,2025-06
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,7490.51,7429.16,2025-07
12.345.678/0001-01,252210,Analista de recursos humanos,M,parda,7490.51,7921.35,2025-08
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,5211.06,5657.03,2024-09
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,5211.06,5274.37,2024-10
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,5211.06,5461.39,2024-11
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,5211.06,5694.44,2024-12
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,5211.06,5490.75,2025-01
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,5211.06,5390.54,2025-02
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,5211.06,5329.26,2025-03
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,5211.06,5499.42,2025-04
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,5211.06,5450.87,2025-05
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,5211.06,5570.35,2025-06
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,5211.06,5233.94,2025-07
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,5211.06,5639.99,2025-08
12.345.678/0001-01,252210,Analista de recursos humanos,F,amarela,4204.2,4363.51,2024-09
12.345.678/0001-01,252210,Analista de recursos humanos,F,amarela,4204.2,4495.46,2024-10
12.345.678/0001-01,252210,Analista de recursos humanos,F,amarela,4204.2,4323.29,2024-11
12.345.678/0001-01,252210,Analista de recursos humanos,F,amarela,4204.2,4250.7,2024-12
12.345.678/0001-01,252210,Analista de recursos humanos,F,amarela,4204.2,4342.89,2025-01
12.345.678/0001-01,252210,Analista de recursos humanos,F,amarela,4204.2,4294.04,2025-02
12.345.678/0001-01,252210,Analista de recursos humanos,F,amarela,4204.2,4367.15,2025-03
12.345.678/0001-01,252210,Analista de recursos humanos,F,amarela,4204.2,4496.13,2025-04
12.345.678/0001-01,252210,Analista de recursos humanos,F,amarela,4204.2,4550.47,2025-05
12.345.678/0001-01,252210,Analista de recursos humanos,F,amarela,4204.2,4440.09,2025-06
12.345.678/0001-01,252210,Analista de recursos humanos,F,amarela,4204.2,4346.24,2025-07
12.345.678/0001-01,252210,Analista de recursos humanos,F,amarela,4204.2,4357.49,2025-08
12.345.678/0001-01,252210,Analista de recursos humanos,M,branca,5443.12,5811.98,2024-09
12.345.678/0001-01,252210,Analista de recursos humanos,M,branca,5443.12,5900.82,2024-10
12.345.678/0001-01,252210,Analista de recursos humanos,M,branca,5443.12,5662.52,2024-11
12.345.678/0001-01,252210,Analista de recursos humanos,M,branca,5443.12,5694.78,2024-12
12.345.678/0001-01,252210,Analista de recursos humanos,M,branca,5443.12,5592.54,2025-01
12.345.678/0001-01,252210,Analista de recursos humanos,M,branca,5443.12,5749.05,2025-02
12.345.678/0001-01,252210,Analista de recursos humanos,M,branca,5443.12,5871.52,2025-03
12.345.678/0001-01,252210,Analista de recursos humanos,M,branca,5443.12,5240.79,2025-04
12.345.678/0001-01,252210,Analista de recursos humanos,M,branca,5443.12,5756.99,2025-05
12.345.678/0001-01,252210,Analista de recursos humanos,M,branca,5443.12,5625.35,2025-06
12.345.678/0001-01,252210,Analista de recursos humanos,M,branca,5443.12,5335.15,2025-07
12.345.678/0001-01,252210,Analista de recursos humanos,M,branca,5443.12,5766.49,2025-08
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,6205.74,6499.36,2024-09
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,6205.74,6584.79,2024-10
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,6205.74,6261.71,2024-11
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,6205.74,6913.9,2024-12
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,6205.74,6536.63,2025-01
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,6205.74,6452.15,2025-02
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,6205.74,6799.79,2025-03
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,6205.74,6637.46,2025-04
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,6205.74,6671.09,2025-05
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,6205.74,6732.59,2025-06
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,6205.74,6130.35,2025-07
12.345.678/0001-01,252210,Analista de recursos humanos,F,branca,6205.74,6826.81,2025-08
12.345.678/0001-01,142105,Gerente administrativo,M,branca,15633.79,16252.59,2024-09
12.345.678/0001-01,142105,Gerente administrativo,M,branca,15633.79,16549.38,2024-10
12.345.678/0001-01,142105,Gerente administrativo,M,branca,15633.79,16848.29,2024-11
12.345.678/0001-01,142105,Gerente administrativo,M,branca,15633.79,16081.4,2024-12
12.345.678/0001-01,142105,Gerente administrativo,M,branca,15633.79,16564.58,2025-01
12.345.678/0001-01,142105,Gerente administrativo,M,branca,15633.79,16773.28,2025-02
12.345.678/0001-01,142105,Gerente administrativo,M,branca,15633.79,16395.85,2025-03
12.345.678/0001-01,142105,Gerente administrativo,M,branca,15633.79,16647.47,2025-04
12.345.678/0001-01,142105,Gerente administrativo,M,branca,15633.79,15662.28,2025-05
12.345.678/0001-01,142105,Gerente administrativo,M,branca,15633.79,15856.37,2025-06
12.345.678/0001-01,142105,Gerente administrativo,M,branca,15633.79,15876.03,2025-07
12.345.678/0001-01,142105,Gerente administrativo,M,branca,15633.79,16589.53,2025-08
12.345.678/0001-01,142105,Gerente administrativo,F,branca,11824.88,13743.9,2024-09
12.345.678/0001-01,142105,Gerente administrativo,F,branca,11824.88,12509.36,2024-10
12.345.678/0001-01,142105,Gerente administrativo,F,branca,11824.88,12363.67,2024-11
12.345.678/0001-01,142105,Gerente administrativo,F,branca,11824.88,12393.24,2024-12
12.345.678/0001-01,142105,Gerente administrativo,F,branca,11824.88,12764.94,2025-01
12.345.678/0001-01,142105,Gerente administrativo,F,branca,11824.88,12669.38,2025-02
12.345.678/0001-01,142105,Gerente administrativo,F,branca,11824.88,12009.31,2025-03
12.345.678/0001-01,142105,Gerente administrativo,F,branca,11824.88,12776.91,2025-04
12.345.678/0001-01,142105,Gerente administrativo,F,branca,11824.88,12407.63,2025-05
12.345.678/0001-01,142105,Gerente administrativo,F,branca,11824.88,12706.67,2025-06
12.345.678/0001-01,142105,Gerente administrativo,F,branca,11824.88,11706.99,2025-07
12.345.678/0001-01,142105,Gerente administrativo,F,branca,11824.88,11864.59,2025-08
12.345.678/0001-01,142105,Gerente administrativo,F,branca,16750.33,17887.77,2024-09
12.345.678/0001-01,142105,Gerente administrativo,F,branca,16750.33,16682.98,2024-10
12.345.678/0001-01,142105,Gerente administrativo,F,branca,16750.33,17783.71,2024-11
12.345.678/0001-01,142105,Gerente administrativo,F,branca,16750.33,17757.77,2024-12
12.345.678/0001-01,142105,Gerente administrativo,F,branca,16750.33,17661.06,2025-01
12.345.678/0001-01,142105,Gerente administrativo,F,branca,16750.33,17766.49,2025-02
12.345.678/0001-01,142105,Gerente administrativo,F,branca,16750.33,17721.27,2025-03
12.345.678/0001-01,142105,Gerente administrativo,F,branca,16750.33,17812.67,2025-04
12.345.678/0001-01,142105,Gerente administrativo,F,branca,16750.33,17383.69,2025-05
12.345.678/0001-01,142105,Gerente administrativo,F,branca,16750.33,17576.85,2025-06
12.345.678/0001-01,142105,Gerente administrativo,F,branca,16750.33,19059.89,2025-07
12.345.678/0001-01,142105,Gerente administrativo,F,branca,16750.33,18159.15,2025-08
12.345.678/0001-01,142105,Gerente administrativo,M,branca,12325.37,13167.99,2024-09
12.345.678/0001-01,142105,Gerente administrativo,M,branca,12325.37,13086.69,2024-10
12.345.678/0001-01,142105,Gerente administrativo,M,branca,12325.37,12672.61,2024-11
12.345.678/0001-01,142105,Gerente administrativo,M,branca,12325.37,13025.5,2024-12
12.345.678/0001-01,142105,Gerente administrativo,M,branca,12325.37,12850.34,2025-01
12.345.678/0001-01,142105,Gerente administrativo,M,branca,12325.37,13291.46,2025-02
12.345.678/0001-01,142105,Gerente administrativo,M,branca,12325.37,12603.26,2025-03
12.345.678/0001-01,142105,Gerente administrativo,M,branca,12325.37,12067.88,2025-04
12.345.678/0001-01,142105,Gerente administrativo,M,branca,12325.37,12734.43,2025-05
12.345.678/0001-01,142105,Gerente administrativo,M,branca,12325.37,13199.27,2025-06
12.345.678/0001-01,142105,Gerente administrativo,M,branca,12325.37,13850.81,2025-07
12.345.678/0001-01,142105,Gerente administrativo,M,branca,12325.37,13320.79,2025-08
12.345.678/0001-01,142105,Gerente administrativo,F,preta,11142.24,11372.25,2024-09
12.345.678/0001-01,142105,Gerente administrativo,F,preta,11142.24,11626.13,2024-10
12.345.678/0001-01,142105,Gerente administrativo,F,preta,11142.24,11381.48,2024-11
12.345.678/0001-01,142105,Gerente administrativo,F,preta,11142.24,11636.93,2024-12
12.345.678/0001-01,142105,Gerente administrativo,F,preta,11142.24,11399.41,2025-01
12.345.678/0001-01,142105,Gerente administrativo,F,preta,11142.24,11149.8,2025-02
12.345.678/0001-01,142105,Gerente administrativo,F,preta,11142.24,11847.96,2025-03
12.345.678/0001-01,142105,Gerente administrativo,F,preta,11142.24,11764.76,2025-04
12.345.678/0001-01,142105,Gerente administrativo,F,preta,11142.24,11642.27,2025-05
12.345.678/0001-01,142105,Gerente administrativo,F,preta,11142.24,11815.09,2025-06
12.345.678/0001-01,142105,Gerente administrativo,F,preta,11142.24,12379.02,2025-07
12.345.678/0001-01,142105,Gerente administrativo,F,preta,11142.24,11738.48,2025-08
12.345.678/0001-01,142105,Gerente administrativo,M,amarela,12442.6,12923.48,2024-09
12.345.678/0001-01,142105,Gerente administrativo,M,amarela,12442.6,13388.05,2024-10
12.345.678/0001-01,142105,Gerente administrativo,M,amarela,12442.6,12451.86,2024-11
12.345.678/0001-01,142105,Gerente administrativo,M,amarela,12442.6,13346.04,2024-12
12.345.678/0001-01,142105,Gerente administrativo,M,amarela,12442.6,12775.6,2025-01
12.345.678/0001-01,142105,Gerente administrativo,M,amarela,12442.6,12759.87,2025-02
12.345.678/0001-01,142105,Gerente administrativo,M,amarela,12442.6,13105.77,2025-03
12.345.678/0001-01,142105,Gerente administrativo,M,amarela,12442.6,13688.98,2025-04
12.345.678/0001-01,142105,Gerente administrativo,M,amarela,12442.6,12786.47,2025-05
12.345.678/0001-01,142105,Gerente administrativo,M,amarela,12442.6,13420.27,2025-06
12.345.678/0001-01,142105,Gerente administrativo,M,amarela,12442.6,13205.76,2025-07
12.345.678/0001-01,142105,Gerente administrativo,M,amarela,12442.6,12545.53,2025-08
12.345.678/0001-01,142105,Gerente administrativo,M,parda,15767.58,16989.36,2024-09
12.345.678/0001-01,142105,Gerente administrativo,M,parda,15767.58,16165.14,2024-10
12.345.678/0001-01,142105,Gerente administrativo,M,parda,15767.58,15860.52,2024-11
12.345.678/0001-01,142105,Gerente administrativo,M,parda,15767.58,16181.58,2024-12
12.345.678/0001-01,142105,Gerente administrativo,M,parda,15767.58,16212.03,2025-01
12.345.678/0001-01,142105,Gerente administrativo,M,parda,15767.58,16836.02,2025-02
12.345.678/0001-01,142105,Gerente administrativo,M,parda,15767.58,16209.76,2025-03
12.345.678/0001-01,142105,Gerente administrativo,M,parda,15767.58,17262.41,2025-04
12.345.678/0001-01,142105,Gerente administrativo,M,parda,15767.58,16660.59,2025-05
12.345.678/0001-01,142105,Gerente administrativo,M,parda,15767.58,16216.07,2025-06
12.345.678/0001-01,142105,Gerente administrativo,M,parda,15767.58,16161.24,2025-07
12.345.678/0001-01,142105,Gerente administrativo,M,parda,15767.58,16663.74,2025-08
12.345.678/0001-01,142105,Gerente administrativo,F,parda,16990.99,16805.98,2024-09
12.345.678/0001-01,142105,Gerente administrativo,F,parda,16990.99,16730.99,2024-10
12.345.678/0001-01,142105,Gerente administrativo,F,parda,16990.99,17389.53,2024-11
12.345.678/0001-01,142105,Gerente administrativo,F,parda,16990.99,18161.5,2024-12
12.345.678/0001-01,142105,Gerente administrativo,F,parda,16990.99,17931.86,2025-01
12.345.678/0001-01,142105,Gerente administrativo,F,parda,16990.99,17851.62,2025-02
12.345.678/0001-01,142105,Gerente administrativo,F,parda,16990.99,17731.5,2025-03
12.345.678/0001-01,142105,Gerente administrativo,F,parda,16990.99,16730.56,2025-04
12.345.678/0001-01,142105,Gerente administrativo,F,parda,16990.99,17674.78,2025-05
12.345.678/0001-01,142105,Gerente administrativo,F,parda,16990.99,16935.72,2025-06
12.345.678/0001-01,142105,Gerente administrativo,F,parda,16990.99,18266.18,2025-07
12.345.678/0001-01,142105,Gerente administrativo,F,parda,16990.99,17836.08,2025-08
12.345.678/0001-01,142105,Gerente administrativo,M,branca,15051.32,15763.31,2024-09
12.345.678/0001-01,142105,Gerente administrativo,M,branca,15051.32,15983.98,2024-10
12.345.678/0001-01,142105,Gerente administrativo,M,branca,15051.32,15949.64,2024-11
12.345.678/0001-01,142105,Gerente administrativo,M,branca,15051.32,15908.83,2024-12
12.345.678/0001-01,142105,Gerente administrativo,M,branca,15051.32,15960.98,2025-01
12.345.678/0001-01,142105,Gerente administrativo,M,branca,15051.32,15537.89,2025-02
12.345.678/0001-01,142105,Gerente administrativo,M,branca,15051.32,15200.89,2025-03
12.345.678/0001-01,142105,Gerente administrativo,M,branca,15051.32,15958.06,2025-04
12.345.678/0001-01,142105,Gerente administrativo,M,branca,15051.32,16456.95,2025-05
12.345.678/0001-01,142105,Gerente administrativo,M,branca,15051.32,16260.61,2025-06
12.345.678/0001-01,142105,Gerente administrativo,M,branca,15051.32,15707.17,2025-07
12.345.678/0001-01,142105,Gerente administrativo,M,branca,15051.32,16080.3,2025-08
12.345.678/0001-01,142105,Gerente administrativo,M,parda,10322.37,10702.21,2024-09
12.345.678/0001-01,142105,Gerente administrativo,M,parda,10322.37,10957.56,2024-10
12.345.678/0001-01,142105,Gerente administrativo,M,parda,10322.37,10650.26,2024-11
12.345.678/0001-01,142105,Gerente administrativo,M,parda,10322.37,10881.98,2024-12
12.345.678/0001-01,142105,Gerente administrativo,M,parda,10322.37,11458.64,2025-01
12.345.678/0001-01,142105,Gerente administrativo,M,parda,10322.37,11077.69,2025-02
12.345.678/0001-01,142105,Gerente administrativo,M,parda,10322.37,11302.55,2025-03
12.345.678/0001-01,142105,Gerente administrativo,M,parda,10322.37,10598.97,2025-04
12.345.678/0001-01,142105,Gerente administrativo,M,parda,10322.37,10626.02,2025-05
12.345.678/0001-01,142105,Gerente administrativo,M,parda,10322.37,10826.23,2025-06
12.345.678/0001-01,142105,Gerente administrativo,M,parda,10322.37,11010.9,2025-07
12.345.678/0001-01,142105,Gerente administrativo,M,parda,10322.37,10773.91,2025-08
12.345.678/0001-01,142105,Gerente administrativo,M,indigena,12821.63,13852.48,2024-09
12.345.678/0001-01,142105,Gerente administrativo,M,indigena,12821.63,13250.95,2024-10
12.345.678/0001-01,142105,Gerente administrativo,M,indigena,12821.63,13985.89,2024-11
12.345.678/0001-01,142105,Gerente administrativo,M,indigena,12821.63,13835.19,2024-12
12.345.678/0001-01,142105,Gerente administrativo,M,indigena,12821.63,13033.52,2025-01
12.345.678/0001-01,142105,Gerente administrativo,M,indigena,12821.63,13686.95,2025-02
12.345.678/0001-01,142105,Gerente administrativo,M,indigena,12821.63,13376.55,2025-03
12.345.678/0001-01,142105,Gerente administrativo,M,indigena,12821.63,13854.58,2025-04
12.345.678/0001-01,142105,Gerente administrativo,M,indigena,12821.63,13255.94,2025-05
12.345.678/0001-01,142105,Gerente administrativo,M,indigena,12821.63,13582.38,2025-06
12.345.678/0001-01,142105,Gerente administrativo,M,indigena,12821.63,13672.62,2025-07
12.345.678/0001-01,142105,Gerente administrativo,M,indigena,12821.63,12403.43,2025-08
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17897.71,17783.01,2024-09
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17897.71,18861.26,2024-10
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17897.71,18724.72,2024-11
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17897.71,19337.97,2024-12
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17897.71,18913.93,2025-01
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17897.71,18110.2,2025-02
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17897.71,18968.85,2025-03
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17897.71,18389.64,2025-04
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17897.71,18669.31,2025-05
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17897.71,18519.26,2025-06
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17897.71,18979.75,2025-07
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17897.71,18029.15,2025-08
12.345.678/0001-01,142105,Gerente administrativo,M,parda,15849.76,16109.57,2024-09
12.345.678/0001-01,142105,Gerente administrativo,M,parda,15849.76,15584.61,2024-10
12.345.678/0001-01,142105,Gerente administrativo,M,parda,15849.76,17661.67,2024-11
12.345.678/0001-01,142105,Gerente administrativo,M,parda,15849.76,16167.27,2024-12
12.345.678/0001-01,142105,Gerente administrativo,M,parda,15849.76,16231.49,2025-01
12.345.678/0001-01,142105,Gerente administrativo,M,parda,15849.76,16093.09,2025-02
12.345.678/0001-01,142105,Gerente administrativo,M,parda,15849.76,16335.82,2025-03
12.345.678/0001-01,142105,Gerente administrativo,M,parda,15849.76,16433.7,2025-04
12.345.678/0001-01,142105,Gerente administrativo,M,parda,15849.76,16934.45,2025-05
12.345.678/0001-01,142105,Gerente administrativo,M,parda,15849.76,16725.89,2025-06
12.345.678/0001-01,142105,Gerente administrativo,M,parda,15849.76,16798.33,2025-07
12.345.678/0001-01,142105,Gerente administrativo,M,parda,15849.76,16361.19,2025-08
12.345.678/0001-01,142105,Gerente administrativo,F,branca,10881.01,11401.14,2024-09
12.345.678/0001-01,142105,Gerente administrativo,F,branca,10881.01,11822.49,2024-10
12.345.678/0001-01,142105,Gerente administrativo,F,branca,10881.01,11417.58,2024-11
12.345.678/0001-01,142105,Gerente administrativo,F,branca,10881.01,11524.82,2024-12
12.345.678/0001-01,142105,Gerente administrativo,F,branca,10881.01,10762.45,2025-01
12.345.678/0001-01,142105,Gerente administrativo,F,branca,10881.01,11593.66,2025-02
12.345.678/0001-01,142105,Gerente administrativo,F,branca,10881.01,11509.21,2025-03
12.345.678/0001-01,142105,Gerente administrativo,F,branca,10881.01,11845.35,2025-04
12.345.678/0001-01,142105,Gerente administrativo,F,branca,10881.01,10526.47,2025-05
12.345.678/0001-01,142105,Gerente administrativo,F,branca,10881.01,11432.23,2025-06
12.345.678/0001-01,142105,Gerente administrativo,F,branca,10881.01,11383.05,2025-07
12.345.678/0001-01,142105,Gerente administrativo,F,branca,10881.01,11449.93,2025-08
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17060.49,17586.43,2024-09
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17060.49,18014.93,2024-10
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17060.49,18266.05,2024-11
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17060.49,17929,2024-12
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17060.49,17755.47,2025-01
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17060.49,17796.35,2025-02
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17060.49,17706.33,2025-03
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17060.49,17925,2025-04
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17060.49,17536.8,2025-05
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17060.49,16884.76,2025-06
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17060.49,18597.29,2025-07
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17060.49,17003.35,2025-08
12.345.678/0001-01,142105,Gerente administrativo,F,preta,9644.13,10085.54,2024-09
12.345.678/0001-01,142105,Gerente administrativo,F,preta,9644.13,9741.94,2024-10
12.345.678/0001-01,142105,Gerente administrativo,F,preta,9644.13,10036.27,2024-11
12.345.678/0001-01,142105,Gerente administrativo,F,preta,9644.13,9839.6,2024-12
12.345.678/0001-01,142105,Gerente administrativo,F,preta,9644.13,10106.1,2025-01
12.345.678/0001-01,142105,Gerente administrativo,F,preta,9644.13,9874.97,2025-02
12.345.678/0001-01,142105,Gerente administrativo,F,preta,9644.13,9742.85,2025-03
12.345.678/0001-01,142105,Gerente administrativo,F,preta,9644.13,10207.22,2025-04
12.345.678/0001-01,142105,Gerente administrativo,F,preta,9644.13,10503.52,2025-05
12.345.678/0001-01,142105,Gerente administrativo,F,preta,9644.13,10217.43,2025-06
12.345.678/0001-01,142105,Gerente administrativo,F,preta,9644.13,10148.57,2025-07
12.345.678/0001-01,142105,Gerente administrativo,F,preta,9644.13,9812.16,2025-08
12.345.678/0001-01,142105,Gerente administrativo,M,parda,14665.95,15347.55,2024-09
12.345.678/0001-01,142105,Gerente administrativo,M,parda,14665.95,15580.22,2024-10
12.345.678/0001-01,142105,Gerente administrativo,M,parda,14665.95,15096.92,2024-11
12.345.678/0001-01,142105,Gerente administrativo,M,parda,14665.95,15778.94,2024-12
12.345.678/0001-01,142105,Gerente administrativo,M,parda,14665.95,15364.83,2025-01
12.345.678/0001-01,142105,Gerente administrativo,M,parda,14665.95,15537.96,2025-02
12.345.678/0001-01,142105,Gerente administrativo,M,parda,14665.95,15163.39,2025-03
12.345.678/0001-01,142105,Gerente administrativo,M,parda,14665.95,15166.29,2025-04
12.345.678/0001-01,142105,Gerente administrativo,M,parda,14665.95,15478.43,2025-05
12.345.678/0001-01,142105,Gerente administrativo,M,parda,14665.95,15550.57,2025-06
12.345.678/0001-01,142105,Gerente administrativo,M,parda,14665.95,15533.58,2025-07
12.345.678/0001-01,142105,Gerente administrativo,M,parda,14665.95,14932.87,2025-08
12.345.678/0001-01,142105,Gerente administrativo,F,parda,10001.78,10268.57,2024-09
